"date1","date","trans"
"01/03/2006",2006-01-03,1742648.58
"01/03/2006",2006-01-03,-129877.45
"01/03/2006",2006-01-03,129877.45
"01/03/2006",2006-01-03,-1742648.58
"01/04/2006",2006-01-04,685576.33
"01/04/2006",2006-01-04,2054254.43
"01/04/2006",2006-01-04,-685576.33
"01/04/2006",2006-01-04,-2054254.43
"01/05/2006",2006-01-05,431605.38
"01/05/2006",2006-01-05,331163.3
"01/05/2006",2006-01-05,-431605.38
"01/05/2006",2006-01-05,-331163.3
"01/06/2006",2006-01-06,456352.89
"01/06/2006",2006-01-06,245044.94
"01/06/2006",2006-01-06,-456352.89
"01/06/2006",2006-01-06,-245044.94
"01/09/2006",2006-01-09,432394.6
"01/09/2006",2006-01-09,120559.56
"01/09/2006",2006-01-09,-432394.6
"01/09/2006",2006-01-09,-120559.56
"01/10/2006",2006-01-10,1022236.42
"01/10/2006",2006-01-10,1311757.05
"01/10/2006",2006-01-10,-1022236.42
"01/10/2006",2006-01-10,-1311757.05
"01/11/2006",2006-01-11,1457187.96
"01/11/2006",2006-01-11,764032.44
"01/11/2006",2006-01-11,-1457187.96
"01/11/2006",2006-01-11,-764032.44
"01/12/2006",2006-01-12,594418.39
"01/12/2006",2006-01-12,-244896.18
"01/12/2006",2006-01-12,244896.18
"01/12/2006",2006-01-12,-594418.39
"01/13/2006",2006-01-13,633517.6
"01/13/2006",2006-01-13,235177.86
"01/13/2006",2006-01-13,-633517.6
"01/13/2006",2006-01-13,-235177.86
"01/17/2006",2006-01-17,1521811.84
"01/17/2006",2006-01-17,133533.3
"01/17/2006",2006-01-17,-1521811.84
"01/17/2006",2006-01-17,-133533.3
"01/18/2006",2006-01-18,2323820.8
"01/18/2006",2006-01-18,3344415.31
"01/18/2006",2006-01-18,-7806.35
"01/18/2006",2006-01-18,-3503.87
"01/18/2006",2006-01-18,-12830.72
"01/18/2006",2006-01-18,-1021412.59
"01/18/2006",2006-01-18,-14716.76
"01/18/2006",2006-01-18,-159949.96
"01/18/2006",2006-01-18,-5850.28
"01/18/2006",2006-01-18,-38575.09
"01/18/2006",2006-01-18,-88561.44
"01/18/2006",2006-01-18,-8129.88
"01/18/2006",2006-01-18,-2323820.8
"01/18/2006",2006-01-18,-1983078.37
"01/19/2006",2006-01-19,1170815.44
"01/19/2006",2006-01-19,281366.96
"01/19/2006",2006-01-19,-1170815.44
"01/19/2006",2006-01-19,-281366.96
"01/20/2006",2006-01-20,829165.96
"01/20/2006",2006-01-20,240730.8
"01/20/2006",2006-01-20,-829165.96
"01/20/2006",2006-01-20,-240730.8
"01/23/2006",2006-01-23,4008514.57
"01/23/2006",2006-01-23,128203.27
"01/23/2006",2006-01-23,-4008514.57
"01/23/2006",2006-01-23,-128203.27
"01/24/2006",2006-01-24,7861615.47
"01/24/2006",2006-01-24,-1356471.61
"01/24/2006",2006-01-24,-8869.12
"01/24/2006",2006-01-24,-10752.5
"01/24/2006",2006-01-24,-13556.44
"01/24/2006",2006-01-24,-17529.86
"01/24/2006",2006-01-24,-93891.43
"01/24/2006",2006-01-24,-3136.49
"01/24/2006",2006-01-24,-26851.87
"01/24/2006",2006-01-24,-42760.35
"01/24/2006",2006-01-24,-3466.61
"01/24/2006",2006-01-24,-33397.88
"01/24/2006",2006-01-24,-3840.71
"01/24/2006",2006-01-24,1614524.87
"01/24/2006",2006-01-24,-7861615.47
"01/25/2006",2006-01-25,3333451.54
"01/25/2006",2006-01-25,769973.59
"01/25/2006",2006-01-25,4737.19
"01/25/2006",2006-01-25,-3333451.54
"01/25/2006",2006-01-25,-769973.59
"01/25/2006",2006-01-25,-4737.19
"01/26/2006",2006-01-26,3272275.15
"01/26/2006",2006-01-26,18981.22
"01/26/2006",2006-01-26,222415.21
"01/26/2006",2006-01-26,-3291256.37
"01/26/2006",2006-01-26,-222415.21
"01/27/2006",2006-01-27,3679657.87
"01/27/2006",2006-01-27,230593.43
"01/27/2006",2006-01-27,-3679657.87
"01/27/2006",2006-01-27,50763.5
"01/27/2006",2006-01-27,402.21
"01/27/2006",2006-01-27,-230593.43
"01/27/2006",2006-01-27,-51165.71
"01/30/2006",2006-01-30,5093830.66
"01/30/2006",2006-01-30,114695.37
"01/30/2006",2006-01-30,-5156567.65
"01/30/2006",2006-01-30,62736.99
"01/30/2006",2006-01-30,35364.93
"01/30/2006",2006-01-30,8931.14
"01/30/2006",2006-01-30,-114695.37
"01/30/2006",2006-01-30,-44296.07
"01/31/2006",2006-01-31,13107810.46
"01/31/2006",2006-01-31,1348509.51
"01/31/2006",2006-01-31,129676.06
"01/31/2006",2006-01-31,-13107810.46
"01/31/2006",2006-01-31,-1348509.51
"01/31/2006",2006-01-31,-129676.06
"01/03/2007",2007-01-03,-1840568.57
"01/03/2007",2007-01-03,-35485000
"01/04/2007",2007-01-04,400130.55
"01/04/2007",2007-01-04,-392500.78
"01/04/2007",2007-01-04,-8580000
"01/05/2007",2007-01-05,265731.05
"01/05/2007",2007-01-05,-234577.06
"01/05/2007",2007-01-05,-7269.88
"01/05/2007",2007-01-05,-4450000
"01/08/2007",2007-01-08,592748.61
"01/08/2007",2007-01-08,-119650.87
"01/08/2007",2007-01-08,-1943000
"01/09/2007",2007-01-09,707483.87
"01/09/2007",2007-01-09,-1447886.73
"01/09/2007",2007-01-09,-26344000
"01/10/2007",2007-01-10,573463.33
"01/10/2007",2007-01-10,-686186.78
"01/10/2007",2007-01-10,-2625.05
"01/10/2007",2007-01-10,-35042
"01/10/2007",2007-01-10,-10225.01
"01/10/2007",2007-01-10,-13586000
"01/11/2007",2007-01-11,459056.37
"01/11/2007",2007-01-11,-195985.98
"01/11/2007",2007-01-11,-10818.49
"01/11/2007",2007-01-11,-3122.65
"01/11/2007",2007-01-11,-1332.47
"01/11/2007",2007-01-11,-852406.61
"01/11/2007",2007-01-11,-231006.13
"01/11/2007",2007-01-11,-52388.25
"01/11/2007",2007-01-11,-3926000
"01/12/2007",2007-01-12,665971.72
"01/12/2007",2007-01-12,-195433.03
"01/12/2007",2007-01-12,-3575000
"01/16/2007",2007-01-16,1074034.08
"01/16/2007",2007-01-16,-116677.09
"01/16/2007",2007-01-16,-14323.63
"01/16/2007",2007-01-16,-9496.58
"01/16/2007",2007-01-16,-22416.34
"01/16/2007",2007-01-16,-2402.58
"01/16/2007",2007-01-16,-7894.61
"01/16/2007",2007-01-16,-4873.53
"01/16/2007",2007-01-16,-2819.89
"01/16/2007",2007-01-16,-1662000
"01/17/2007",2007-01-17,3185165.26
"01/17/2007",2007-01-17,-1901710.79
"01/17/2007",2007-01-17,-37345000
"01/18/2007",2007-01-18,1349332.89
"01/18/2007",2007-01-18,-256681.26
"01/18/2007",2007-01-18,-13137.24
"01/18/2007",2007-01-18,-29599.24
"01/18/2007",2007-01-18,-43961.19
"01/18/2007",2007-01-18,-1947.5
"01/18/2007",2007-01-18,-5707000
"01/19/2007",2007-01-19,833325.66
"01/19/2007",2007-01-19,-210001.64
"01/19/2007",2007-01-19,-3774000
"01/22/2007",2007-01-22,2571816.58
"01/22/2007",2007-01-22,-108763.79
"01/22/2007",2007-01-22,-1661000
"01/23/2007",2007-01-23,275910.48
"01/23/2007",2007-01-23,-1350015.71
"01/23/2007",2007-01-23,-26805000
"01/24/2007",2007-01-24,14941843.31
"01/24/2007",2007-01-24,-687493.87
"01/24/2007",2007-01-24,-13692000
"01/24/2007",2007-01-24,-3673.17
"01/24/2007",2007-01-24,-12935.54
"01/24/2007",2007-01-24,-111582.97
"01/24/2007",2007-01-24,-46346.16
"01/24/2007",2007-01-24,-18760.4
"01/24/2007",2007-01-24,-6785.2
"01/24/2007",2007-01-24,-36604.87
"01/24/2007",2007-01-24,-57814.3
"01/24/2007",2007-01-24,444267.02
"01/24/2007",2007-01-24,1705233.87
"01/25/2007",2007-01-25,5340968.06
"01/25/2007",2007-01-25,-192798.78
"01/25/2007",2007-01-25,-3846000
"01/26/2007",2007-01-26,3663728.05
"01/26/2007",2007-01-26,-194914.78
"01/26/2007",2007-01-26,-3556000
"01/29/2007",2007-01-29,4090255.63
"01/29/2007",2007-01-29,-106167.66
"01/29/2007",2007-01-29,-4891.91
"01/29/2007",2007-01-29,-71398.33
"01/29/2007",2007-01-29,-12257.17
"01/29/2007",2007-01-29,-1582000
"01/30/2007",2007-01-30,13614317.18
"01/30/2007",2007-01-30,-1365222.35
"01/30/2007",2007-01-30,-27285000
"01/31/2007",2007-01-31,9486027.07
"01/31/2007",2007-01-31,-690204.18
"01/31/2007",2007-01-31,-13719000
"01/02/2008",2008-01-02,-1521655.28
"01/02/2008",2008-01-02,-22810000
"01/03/2008",2008-01-03,443320.28
"01/03/2008",2008-01-03,-820489.43
"01/03/2008",2008-01-03,-18053000
"01/04/2008",2008-01-04,116848.71
"01/04/2008",2008-01-04,-257793.3
"01/04/2008",2008-01-04,-8981000
"01/07/2008",2008-01-07,796061.88
"01/07/2008",2008-01-07,-148500.23
"01/07/2008",2008-01-07,-3398000
"01/08/2008",2008-01-08,902582.31
"01/08/2008",2008-01-08,-1463951.58
"01/08/2008",2008-01-08,-28081.63
"01/08/2008",2008-01-08,-1457.33
"01/08/2008",2008-01-08,-18877.2
"01/08/2008",2008-01-08,-10049.04
"01/08/2008",2008-01-08,-976622.43
"01/08/2008",2008-01-08,-73199.41
"01/08/2008",2008-01-08,-14998.71
"01/08/2008",2008-01-08,-21331000
"01/09/2008",2008-01-09,347588.64
"01/09/2008",2008-01-09,-716448.88
"01/09/2008",2008-01-09,-17375000
"01/10/2008",2008-01-10,343566.97
"01/10/2008",2008-01-10,-201668.41
"01/10/2008",2008-01-10,-7791000
"01/11/2008",2008-01-11,334393.3
"01/11/2008",2008-01-11,-175613.38
"01/11/2008",2008-01-11,-3580000
"01/14/2008",2008-01-14,137811.26
"01/14/2008",2008-01-14,-125508.97
"01/14/2008",2008-01-14,-2373000
"01/14/2008",2008-01-14,-4387.97
"01/14/2008",2008-01-14,-3228.8
"01/14/2008",2008-01-14,-10456.33
"01/14/2008",2008-01-14,-24100.78
"01/14/2008",2008-01-14,-263503.01
"01/14/2008",2008-01-14,-65125.9
"01/14/2008",2008-01-14,-895.27
"01/15/2008",2008-01-15,1949431.69
"01/15/2008",2008-01-15,-1426074.72
"01/15/2008",2008-01-15,-20322000
"01/16/2008",2008-01-16,1084639.17
"01/16/2008",2008-01-16,-696125.77
"01/16/2008",2008-01-16,-16965000
"01/17/2008",2008-01-17,1206133.94
"01/17/2008",2008-01-17,-199676.03
"01/17/2008",2008-01-17,-7830000
"01/17/2008",2008-01-17,-123350.29
"01/17/2008",2008-01-17,-14583.13
"01/17/2008",2008-01-17,-57111.09
"01/18/2008",2008-01-18,2930796.76
"01/18/2008",2008-01-18,-166200.19
"01/18/2008",2008-01-18,-3316000
"01/22/2008",2008-01-22,2521820.58
"01/22/2008",2008-01-22,-119115.57
"01/22/2008",2008-01-22,-10539.03
"01/22/2008",2008-01-22,-13515.43
"01/22/2008",2008-01-22,-9851.96
"01/22/2008",2008-01-22,-18935.28
"01/22/2008",2008-01-22,-1728.16
"01/22/2008",2008-01-22,-4991.56
"01/22/2008",2008-01-22,-51016.63
"01/22/2008",2008-01-22,-45320.09
"01/22/2008",2008-01-22,-2125000
"01/23/2008",2008-01-23,7518004.99
"01/23/2008",2008-01-23,-2021395.41
"01/23/2008",2008-01-23,-26927000
"01/24/2008",2008-01-24,2765745.96
"01/24/2008",2008-01-24,-258509.09
"01/24/2008",2008-01-24,81981.04
"01/24/2008",2008-01-24,-17043000
"01/25/2008",2008-01-25,2668138.32
"01/25/2008",2008-01-25,-184541.72
"01/25/2008",2008-01-25,-286624.6
"01/25/2008",2008-01-25,-63364.13
"01/25/2008",2008-01-25,-32885.12
"01/25/2008",2008-01-25,-11733.58
"01/25/2008",2008-01-25,25848.61
"01/25/2008",2008-01-25,18212.12
"01/25/2008",2008-01-25,11314.43
"01/25/2008",2008-01-25,-3999000
"01/28/2008",2008-01-28,6117710.1
"01/28/2008",2008-01-28,-117372.24
"01/28/2008",2008-01-28,-2520000
"01/29/2008",2008-01-29,13862417.73
"01/29/2008",2008-01-29,-1471073.13
"01/29/2008",2008-01-29,84488.26
"01/29/2008",2008-01-29,29765.14
"01/29/2008",2008-01-29,20881.04
"01/29/2008",2008-01-29,-20866000
"01/30/2008",2008-01-30,6806189.79
"01/30/2008",2008-01-30,-724389.75
"01/30/2008",2008-01-30,-11695.62
"01/30/2008",2008-01-30,-18074.42
"01/30/2008",2008-01-30,-4183.31
"01/30/2008",2008-01-30,222212.8
"01/30/2008",2008-01-30,2971.86
"01/30/2008",2008-01-30,22614.49
"01/30/2008",2008-01-30,38480.21
"01/30/2008",2008-01-30,539.74
"01/30/2008",2008-01-30,51988.85
"01/30/2008",2008-01-30,19699.61
"01/30/2008",2008-01-30,-17713000
"01/31/2008",2008-01-31,9284233.19
"01/31/2008",2008-01-31,-202256.63
"01/31/2008",2008-01-31,140990.28
"01/31/2008",2008-01-31,57019.77
"01/31/2008",2008-01-31,12343.7
"01/31/2008",2008-01-31,-8045000
"01/02/2009",2009-01-02,83486.51
"01/02/2009",2009-01-02,-447255.33
"01/02/2009",2009-01-02,-7167135.06
"01/02/2009",2009-01-02,447255.33
"01/05/2009",2009-01-05,926582.01
"01/05/2009",2009-01-05,-390582.34
"01/05/2009",2009-01-05,390582.34
"01/05/2009",2009-01-05,-926582.01
"01/06/2009",2009-01-06,697348
"01/06/2009",2009-01-06,3744982.22
"01/06/2009",2009-01-06,-741966.06
"01/06/2009",2009-01-06,44618.06
"01/06/2009",2009-01-06,-3744982.22
"01/07/2009",2009-01-07,596736.15
"01/07/2009",2009-01-07,-596736.15
"01/07/2009",2009-01-07,1563229.57
"01/07/2009",2009-01-07,-1563229.57
"01/08/2009",2009-01-08,369615.06
"01/08/2009",2009-01-08,474797.82
"01/08/2009",2009-01-08,-369615.06
"01/08/2009",2009-01-08,-474797.82
"01/09/2009",2009-01-09,575853.66
"01/09/2009",2009-01-09,-336607.53
"01/09/2009",2009-01-09,-616255.68
"01/09/2009",2009-01-09,336607.53
"01/09/2009",2009-01-09,40402.02
"01/12/2009",2009-01-12,555821.67
"01/12/2009",2009-01-12,204627.38
"01/12/2009",2009-01-12,-555821.67
"01/12/2009",2009-01-12,-204627.38
"01/13/2009",2009-01-13,1301949.03
"01/13/2009",2009-01-13,3558070.72
"01/13/2009",2009-01-13,-1301949.03
"01/13/2009",2009-01-13,-3558070.72
"01/14/2009",2009-01-14,464388.22
"01/14/2009",2009-01-14,-464388.22
"01/14/2009",2009-01-14,1630426.29
"01/14/2009",2009-01-14,-1630426.29
"01/15/2009",2009-01-15,459670.19
"01/15/2009",2009-01-15,2781066.71
"01/15/2009",2009-01-15,-459670.19
"01/15/2009",2009-01-15,-3463.02
"01/15/2009",2009-01-15,-23580.61
"01/15/2009",2009-01-15,-210135.19
"01/15/2009",2009-01-15,-16686.16
"01/15/2009",2009-01-15,-7367.26
"01/15/2009",2009-01-15,-39918.27
"01/15/2009",2009-01-15,-16671.47
"01/15/2009",2009-01-15,-1474055.46
"01/15/2009",2009-01-15,-60916.96
"01/15/2009",2009-01-15,-369771.73
"01/15/2009",2009-01-15,-107571.83
"01/15/2009",2009-01-15,-20052.33
"01/15/2009",2009-01-15,-430876.42
"01/16/2009",2009-01-16,1082616.02
"01/16/2009",2009-01-16,-313614.46
"01/16/2009",2009-01-16,313614.46
"01/16/2009",2009-01-16,-1082616.02
"01/20/2009",2009-01-20,1077704.5
"01/20/2009",2009-01-20,196819.25
"01/20/2009",2009-01-20,-1077704.5
"01/20/2009",2009-01-20,-196819.25
"01/21/2009",2009-01-21,4899536.07
"01/21/2009",2009-01-21,4459617.74
"01/21/2009",2009-01-21,-4899536.07
"01/21/2009",2009-01-21,-4459617.74
"01/22/2009",2009-01-22,2171320.94
"01/22/2009",2009-01-22,-2171320.94
"01/22/2009",2009-01-22,666052.74
"01/22/2009",2009-01-22,-24857.63
"01/22/2009",2009-01-22,-22658.11
"01/22/2009",2009-01-22,-16780.65
"01/22/2009",2009-01-22,-93334.67
"01/22/2009",2009-01-22,-508421.68
"01/23/2009",2009-01-23,6945612.22
"01/23/2009",2009-01-23,-362251.89
"01/23/2009",2009-01-23,359839.67
"01/23/2009",2009-01-23,-6943200
"01/26/2009",2009-01-26,3013856.6
"01/26/2009",2009-01-26,227232.23
"01/26/2009",2009-01-26,-3013856.6
"01/26/2009",2009-01-26,-227232.23
"01/27/2009",2009-01-27,11643173.86
"01/27/2009",2009-01-27,3252289
"01/27/2009",2009-01-27,-11643173.86
"01/27/2009",2009-01-27,-3252289
"01/28/2009",2009-01-28,7052152.42
"01/28/2009",2009-01-28,1544364.05
"01/28/2009",2009-01-28,-7052152.42
"01/28/2009",2009-01-28,3929.11
"01/28/2009",2009-01-28,90181.94
"01/28/2009",2009-01-28,-1544364.05
"01/28/2009",2009-01-28,-94111.05
"01/29/2009",2009-01-29,3249238.14
"01/29/2009",2009-01-29,-3276885.53
"01/29/2009",2009-01-29,258942.33
"01/29/2009",2009-01-29,1805878.83
"01/29/2009",2009-01-29,27647.39
"01/29/2009",2009-01-29,-538133.19
"01/29/2009",2009-01-29,-381724.67
"01/29/2009",2009-01-29,-27451.47
"01/29/2009",2009-01-29,-114824.69
"01/29/2009",2009-01-29,-6204.28
"01/29/2009",2009-01-29,-390.76
"01/29/2009",2009-01-29,-25211.78
"01/29/2009",2009-01-29,-39496.9
"01/29/2009",2009-01-29,-86607.79
"01/29/2009",2009-01-29,-8551.19
"01/29/2009",2009-01-29,-139802.49
"01/29/2009",2009-01-29,-17044.97
"01/29/2009",2009-01-29,-309.2
"01/29/2009",2009-01-29,-420125.45
"01/29/2009",2009-01-29,-258942.33
"01/30/2009",2009-01-30,6434397.85
"01/30/2009",2009-01-30,-317510.99
"01/30/2009",2009-01-30,-5766100
"01/30/2009",2009-01-30,5973.85
"01/30/2009",2009-01-30,7514.28
"01/30/2009",2009-01-30,49432.86
"01/30/2009",2009-01-30,-34628.9
"01/30/2009",2009-01-30,-64984.94
"01/04/2010",2010-01-04,50026.88
"01/04/2010",2010-01-04,-163460.6
"01/04/2010",2010-01-04,-618862.96
"01/05/2010",2010-01-05,767324.61
"01/05/2010",2010-01-05,-767324.61
"01/06/2010",2010-01-06,810954.38
"01/06/2010",2010-01-06,-810954.38
"01/06/2010",2010-01-06,131012.49
"01/07/2010",2010-01-07,812652.26
"01/07/2010",2010-01-07,-943664.75
"01/07/2010",2010-01-07,-3057057.03
"01/08/2010",2010-01-08,475860.32
"01/08/2010",2010-01-08,-475860.32
"01/11/2010",2010-01-11,242375.73
"01/11/2010",2010-01-11,-242375.73
"01/12/2010",2010-01-12,2233301.24
"01/12/2010",2010-01-12,-2233301.24
"01/13/2010",2010-01-13,1062007.24
"01/13/2010",2010-01-13,-1062007.24
"01/14/2010",2010-01-14,533007.13
"01/14/2010",2010-01-14,-533007.13
"01/15/2010",2010-01-15,742470.32
"01/15/2010",2010-01-15,-742470.32
"01/19/2010",2010-01-19,1165142.12
"01/19/2010",2010-01-19,-1165142.12
"01/20/2010",2010-01-20,7473178.16
"01/20/2010",2010-01-20,1802472.81
"01/20/2010",2010-01-20,-7473178.16
"01/20/2010",2010-01-20,-40501.66
"01/20/2010",2010-01-20,-129944.97
"01/20/2010",2010-01-20,-44303.89
"01/20/2010",2010-01-20,-15168.32
"01/20/2010",2010-01-20,-47423.28
"01/20/2010",2010-01-20,-14672.16
"01/20/2010",2010-01-20,-792771.81
"01/20/2010",2010-01-20,-135649.13
"01/20/2010",2010-01-20,-377606.68
"01/20/2010",2010-01-20,-176802.79
"01/20/2010",2010-01-20,-27628.12
"01/21/2010",2010-01-21,2404348.17
"01/21/2010",2010-01-21,-2404348.17
"01/22/2010",2010-01-22,11224953.87
"01/22/2010",2010-01-22,-7621150
"01/25/2010",2010-01-25,5578536.45
"01/25/2010",2010-01-25,-4657650
"01/25/2010",2010-01-25,-9147.64
"01/25/2010",2010-01-25,-90859.8
"01/25/2010",2010-01-25,-236860.7
"01/25/2010",2010-01-25,-53902.32
"01/26/2010",2010-01-26,14594753.47
"01/26/2010",2010-01-26,-18669181.64
"01/26/2010",2010-01-26,-8887.1
"01/26/2010",2010-01-26,-26878.03
"01/26/2010",2010-01-26,-23726.56
"01/27/2010",2010-01-27,7560368.58
"01/27/2010",2010-01-27,-7560368.58
"01/28/2010",2010-01-28,10697901.89
"01/28/2010",2010-01-28,717169.33
"01/28/2010",2010-01-28,-10697901.89
"01/28/2010",2010-01-28,-717169.33
"01/29/2010",2010-01-29,9834441.76
"01/29/2010",2010-01-29,-6215350
"01/03/2011",2011-01-03,-3946810.77
"01/03/2011",2011-01-03,298030.89
"01/03/2011",2011-01-03,-298030.89
"01/04/2011",2011-01-04,736957.67
"01/04/2011",2011-01-04,-736957.67
"01/04/2011",2011-01-04,949.38
"01/04/2011",2011-01-04,6449.96
"01/04/2011",2011-01-04,-7399.34
"01/05/2011",2011-01-05,627108.79
"01/05/2011",2011-01-05,-627108.79
"01/06/2011",2011-01-06,676246.96
"01/06/2011",2011-01-06,-676246.96
"01/07/2011",2011-01-07,40682.08
"01/07/2011",2011-01-07,725662.68
"01/07/2011",2011-01-07,-40682.08
"01/07/2011",2011-01-07,-614956.35
"01/07/2011",2011-01-07,-110706.33
"01/07/2011",2011-01-07,-731271.46
"01/07/2011",2011-01-07,731271.46
"01/10/2011",2011-01-10,731271.46
"01/10/2011",2011-01-10,11151.17
"01/10/2011",2011-01-10,-731271.46
"01/10/2011",2011-01-10,-11151.17
"01/11/2011",2011-01-11,957969.18
"01/11/2011",2011-01-11,162397.5
"01/11/2011",2011-01-11,-957969.18
"01/11/2011",2011-01-11,-139776.69
"01/11/2011",2011-01-11,-22620.81
"01/12/2011",2011-01-12,721485.27
"01/12/2011",2011-01-12,99149.3
"01/12/2011",2011-01-12,-721485.27
"01/12/2011",2011-01-12,-20064.83
"01/12/2011",2011-01-12,-79084.47
"01/13/2011",2011-01-13,3000333.1
"01/13/2011",2011-01-13,36552.41
"01/13/2011",2011-01-13,-3000333.1
"01/13/2011",2011-01-13,-23463.15
"01/13/2011",2011-01-13,-13089.26
"01/14/2011",2011-01-14,287458.42
"01/14/2011",2011-01-14,108122.76
"01/14/2011",2011-01-14,-287458.42
"01/14/2011",2011-01-14,-13681.77
"01/14/2011",2011-01-14,-201.46
"01/14/2011",2011-01-14,-72103.25
"01/14/2011",2011-01-14,-22136.28
"01/18/2011",2011-01-18,1663854.81
"01/18/2011",2011-01-18,-1663854.81
"01/19/2011",2011-01-19,6520447.76
"01/19/2011",2011-01-19,-6520447.76
"01/20/2011",2011-01-20,10457336.06
"01/20/2011",2011-01-20,28753
"01/20/2011",2011-01-20,-10457336.06
"01/20/2011",2011-01-20,-15388.01
"01/20/2011",2011-01-20,-13364.99
"01/21/2011",2011-01-21,4830935.39
"01/21/2011",2011-01-21,291344.93
"01/21/2011",2011-01-21,-4830935.39
"01/21/2011",2011-01-21,-7240.32
"01/21/2011",2011-01-21,-5109.99
